@relation 'training-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.supervised.attribute.AddClassification-Wweka.classifiers.rules.ZeroR-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28'

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric
@attribute j numeric
@attribute k numeric
@attribute l numeric
@attribute m numeric
@attribute n numeric
@attribute o numeric
@attribute p numeric
@attribute q numeric
@attribute r numeric
@attribute s numeric
@attribute t numeric
@attribute u numeric
@attribute v numeric
@attribute w numeric
@attribute x numeric
@attribute y numeric
@attribute z numeric
@attribute aa numeric
@attribute bb {1,-1}

@data
0.04,0.109148,0.003784,0.102041,0.081552,0.00348,0.160494,0.072888,0.002885,0.239669,0.067723,0.002559,0.289941,0.069142,0.002688,0.351111,0.069335,0.002772,0.356401,0.070972,0.003107,0.351801,0.070127,0.003233,0.360544,0.067844,0.003419,1
-0.6,0.139188,0.001124,-0.571429,0.099717,0.00323,-0.555556,0.082604,0.003595,-0.545455,0.07462,0.003535,-0.467456,0.068557,0.003322,-0.4,0.063057,0.003085,-0.349481,0.058863,0.002894,-0.3241,0.057525,0.002802,-0.333333,0.056596,0.002736,-1
-1,0.031048,0.000461,-1,0.038964,0.001109,-0.987654,0.049543,0.001683,-0.966942,0.054506,0.001741,-0.905325,0.056512,0.001788,-0.862222,0.059734,0.001756,-0.806228,0.062813,0.001773,-0.747922,0.062778,0.00173,-0.705215,0.060603,0.001603,-1
-0.36,0.086162,0.001168,0.061224,0.062153,0.000726,0.259259,0.04778,0.000971,0.305785,0.048866,0.000892,0.313609,0.045858,0.000884,0.297778,0.042393,0.000865,0.287197,0.041474,0.000825,0.218837,0.042667,0.00093,0.151927,0.043602,0.000905,1
-0.2,0.15177,0.006165,-0.306122,0.144186,0.004748,-0.333333,0.126601,0.004698,-0.355372,0.112536,0.004755,-0.349112,0.102701,0.004201,-0.28,0.094952,0.003999,-0.231834,0.088347,0.003798,-0.224377,0.084772,0.003502,-0.251701,0.082626,0.003305,1
-0.92,0.081006,0.002533,-0.632653,0.082598,0.002247,-0.45679,0.076918,0.002039,-0.338843,0.070797,0.002098,-0.242604,0.06707,0.002011,-0.146667,0.065784,0.001919,-0.072664,0.06366,0.001925,-0.019391,0.061138,0.001822,0.020408,0.059228,0.001763,1
-0.8,0.052458,0.001894,-0.897959,0.062222,0.003225,-0.864198,0.06275,0.002613,-0.801653,0.062216,0.002373,-0.733728,0.063758,0.002556,-0.684444,0.066051,0.002625,-0.598616,0.066643,0.002387,-0.556787,0.066124,0.002193,-0.596372,0.068813,0.002311,-1
-1,0.077981,0.001044,-1,0.077109,0.001085,-0.975309,0.075752,0.001581,-0.933884,0.073947,0.001557,-0.911243,0.069019,0.001392,-0.875556,0.063773,0.001239,-0.83391,0.058932,0.001152,-0.800554,0.057166,0.001046,-0.750567,0.055439,0.001078,1
-0.28,0.120413,0.002489,-0.183673,0.106971,0.003185,-0.135802,0.108453,0.002429,-0.190083,0.096881,0.002528,-0.325444,0.089432,0.002341,-0.377778,0.083381,0.002282,-0.397924,0.081112,0.002421,-0.440443,0.08038,0.002565,-0.460317,0.078299,0.00233,1
-0.92,0.107807,0.002558,-0.591837,0.123231,0.002402,-0.160494,0.099306,0.002059,0.041322,0.08476,0.002239,-0.017751,0.081518,0.002036,-0.146667,0.076907,0.002157,-0.204152,0.073967,0.002292,-0.213296,0.072662,0.002363,-0.204082,0.071079,0.002393,1
-1,0.069129,0.000929,-1,0.067403,0.001159,-0.925926,0.062989,0.000965,-0.85124,0.058239,0.000803,-0.798817,0.054303,0.000795,-0.76,0.056238,0.001331,-0.712803,0.058926,0.001939,-0.66205,0.059047,0.002143,-0.646259,0.05891,0.002446,-1
-0.8,0.029084,0.000067,-0.795918,0.025995,0.000139,-0.851852,0.036006,0.000883,-0.876033,0.046145,0.001916,-0.822485,0.048517,0.002261,-0.768889,0.051044,0.00258,-0.730104,0.05295,0.002641,-0.695291,0.055776,0.002516,-0.653061,0.058642,0.002802,-1
-0.76,0.07974,0.001068,-0.22449,0.079807,0.001077,0.012346,0.067631,0.00128,0.123967,0.071029,0.002445,0.183432,0.075708,0.004412,0.257778,0.075496,0.004519,0.290657,0.072595,0.004384,0.313019,0.074212,0.004579,0.342404,0.074131,0.004393,1
-0.76,0.104317,0.00156,-0.714286,0.079601,0.002121,-0.654321,0.060787,0.002159,-0.603306,0.055851,0.001943,-0.573964,0.050692,0.001824,-0.582222,0.049339,0.001751,-0.605536,0.054032,0.002128,-0.581717,0.058592,0.002343,-0.530612,0.058608,0.002189,-1
-0.28,0.044165,0.000637,0.020408,0.04519,0.000583,0.160494,0.046454,0.000753,0.173554,0.047543,0.000919,0.147929,0.046751,0.000928,0.12,0.046531,0.000894,0.051903,0.047064,0.000945,-0.01385,0.04757,0.000985,-0.0839,0.047415,0.000947,1
-1,0.075606,0.000783,-1,0.069478,0.000898,-0.975309,0.063884,0.001151,-0.933884,0.066499,0.001204,-0.846154,0.068101,0.001386,-0.742222,0.066238,0.001454,-0.688581,0.065154,0.00152,-0.648199,0.061661,0.001275,-0.609977,0.059541,0.001166,1
-1,0.078862,0.001688,-1,0.068742,0.002319,-0.728395,0.071048,0.001863,-0.53719,0.069099,0.001892,-0.431953,0.066855,0.001885,-0.386667,0.066081,0.002006,-0.363322,0.065878,0.002114,-0.34626,0.065145,0.002161,-0.328798,0.064544,0.002166,-1
-0.16,0.216047,0.01352,-0.142857,0.174953,0.012988,-0.160494,0.150154,0.011521,-0.123967,0.131577,0.010258,-0.094675,0.118384,0.009358,-0.071111,0.110933,0.008556,-0.044983,0.106356,0.007786,-0.030471,0.101756,0.007366,-0.024943,0.098282,0.007097,-1
-1,0.073255,0.001095,-1,0.070893,0.001899,-0.925926,0.079612,0.003003,-0.818182,0.077027,0.002185,-0.727811,0.07238,0.001871,-0.68,0.070916,0.001765,-0.640138,0.073274,0.001726,-0.584488,0.073232,0.001672,-0.52381,0.069042,0.001647,1
-0.52,0.093433,0.001534,-0.102041,0.08117,0.001862,0.111111,0.067315,0.002378,0.256198,0.062633,0.002135,0.331361,0.0639,0.003507,0.368889,0.063031,0.003582,0.387543,0.061956,0.003619,0.393352,0.061548,0.003661,0.396825,0.061469,0.003505,1
-1,0.1311,0.0033,-0.836735,0.125061,0.004499,-0.740741,0.112077,0.005067,-0.694215,0.103579,0.004916,-0.710059,0.099192,0.004745,-0.715556,0.094659,0.00434,-0.712803,0.086087,0.003993,-0.711911,0.079216,0.003721,-0.707483,0.074041,0.00341,1
-0.6,0.095248,0.001217,-0.387755,0.088082,0.001715,-0.185185,0.079878,0.002567,-0.024793,0.071549,0.002635,0.017751,0.065343,0.002535,0.004444,0.061902,0.002302,0.010381,0.059925,0.002348,0.024931,0.059746,0.002674,0.052154,0.062413,0.003234,1
-0.56,0.140573,0.004614,-0.653061,0.142263,0.003134,-0.703704,0.127296,0.004297,-0.694215,0.119361,0.004142,-0.662722,0.107871,0.004454,-0.653333,0.09708,0.004685,-0.678201,0.091873,0.00436,-0.68144,0.086406,0.004118,-0.684807,0.081607,0.003794,-1
-0.64,0.07911,0.000996,-0.734694,0.091599,0.001547,-0.814815,0.085848,0.001633,-0.876033,0.085192,0.002144,-0.911243,0.081883,0.00245,-0.893333,0.08328,0.003162,-0.84083,0.087471,0.003563,-0.767313,0.088097,0.004047,-0.673469,0.088045,0.004147,-1
-0.92,0.111216,0.003224,-0.795918,0.079911,0.00291,-0.777778,0.06922,0.002534,-0.760331,0.061577,0.002255,-0.763314,0.056399,0.001871,-0.777778,0.057719,0.001632,-0.799308,0.057945,0.001546,-0.811634,0.056026,0.001491,-0.773243,0.055174,0.001435,-1
-0.92,0.113227,0.001655,-0.693878,0.089913,0.002534,-0.654321,0.078237,0.002849,-0.603306,0.069906,0.002965,-0.485207,0.065115,0.002931,-0.395556,0.060504,0.002978,-0.346021,0.057377,0.002876,-0.301939,0.055322,0.002683,-0.274376,0.053352,0.002464,-1
-1,0.079674,0.000584,-0.55102,0.081221,0.000609,-0.185185,0.067262,0.00067,-0.008264,0.058469,0.00101,-0.005917,0.058265,0.000942,-0.066667,0.057878,0.001041,-0.107266,0.05637,0.001131,-0.130194,0.053867,0.000968,-0.142857,0.05157,0.000929,1
-0.04,0.044328,0.00068,0.102041,0.051135,0.000771,0.308642,0.051202,0.000605,0.438017,0.042922,0.000637,0.526627,0.037446,0.000724,0.591111,0.034692,0.000679,0.640138,0.032935,0.000663,0.65651,0.031945,0.000686,0.668934,0.031085,0.00078,1
-0.16,0.087444,0.001267,-0.142857,0.071097,0.002139,-0.123457,0.057384,0.002768,-0.099174,0.04211,0.002412,-0.076923,0.033931,0.002204,-0.071111,0.029872,0.002154,-0.086505,0.037444,0.004119,-0.108033,0.043767,0.005492,-0.133787,0.052207,0.006576,-1
-0.76,0.111534,0.002374,-0.755102,0.123382,0.003307,-0.555556,0.116964,0.002615,-0.413223,0.101717,0.003392,-0.295858,0.088108,0.003877,-0.222222,0.077248,0.003981,-0.16609,0.074931,0.003987,-0.091413,0.073768,0.004192,-0.029478,0.069448,0.003971,1
-1,0.073206,0.000986,-0.959184,0.066112,0.00093,-0.925926,0.068234,0.001044,-0.834711,0.066528,0.001377,-0.739645,0.067879,0.001557,-0.653333,0.066159,0.001333,-0.584775,0.063531,0.001224,-0.551247,0.064481,0.001367,-0.537415,0.063339,0.001491,1
-1,0.034392,0.000358,-1,0.035106,0.000334,-0.901235,0.037083,0.000296,-0.785124,0.031912,0.00024,-0.704142,0.029142,0.000269,-0.662222,0.03004,0.000307,-0.612457,0.029897,0.000356,-0.601108,0.030432,0.000468,-0.600907,0.031926,0.00056,1
0.04,0.049976,0.000563,-0.22449,0.051996,0.000636,-0.283951,0.052435,0.000743,-0.256198,0.049644,0.000598,-0.218935,0.046905,0.00064,-0.2,0.045701,0.000731,-0.16263,0.044192,0.000753,-0.096953,0.042631,0.000748,-0.034014,0.042393,0.000761,1
-1,0.040203,0.000427,-1,0.047737,0.000427,-0.938272,0.050428,0.000677,-0.867769,0.051071,0.000618,-0.798817,0.051836,0.000675,-0.764444,0.055945,0.001102,-0.754325,0.062893,0.001453,-0.745152,0.070061,0.001925,-0.725624,0.073571,0.002153,-1
-1,0.067119,0.000217,-0.877551,0.064073,0.000158,-0.777778,0.059011,0.000258,-0.727273,0.055407,0.000435,-0.715976,0.056798,0.000672,-0.786667,0.059181,0.001166,-0.809689,0.062746,0.001515,-0.825485,0.063933,0.001737,-0.825397,0.062837,0.001575,-1
0.12,0.055354,0.000976,0.061224,0.049169,0.000917,0.209877,0.049763,0.001039,0.338843,0.041016,0.000831,0.39645,0.038541,0.000858,0.377778,0.039902,0.000843,0.314879,0.041444,0.000763,0.240997,0.042054,0.000726,0.170068,0.042465,0.000712,1
-0.36,0.06637,0.000756,-0.020408,0.058484,0.000646,0.111111,0.058002,0.000908,0.123967,0.056433,0.001178,0.088757,0.05565,0.001243,0.031111,0.054642,0.001214,-0.031142,0.051857,0.00118,-0.096953,0.04945,0.001168,-0.165533,0.047461,0.001035,1
-1,0.036399,0.001088,-0.959184,0.050037,0.001847,-0.901235,0.053418,0.001967,-0.818182,0.052128,0.001943,-0.781065,0.052255,0.001681,-0.768889,0.056682,0.00155,-0.775087,0.060848,0.001664,-0.775623,0.062571,0.00193,-0.768707,0.06313,0.001971,-1
-0.28,0.113964,0.003501,-0.183673,0.085203,0.002718,-0.160494,0.090716,0.00228,-0.041322,0.089725,0.001939,-0.017751,0.078832,0.002031,-0.075556,0.075715,0.001914,-0.107266,0.07274,0.001908,-0.108033,0.069391,0.001956,-0.138322,0.069659,0.002024,1
0,0.016248,0.000432,-0.040816,0.052688,0.007181,-0.08642,0.087711,0.015226,-0.123967,0.104994,0.014537,-0.112426,0.104726,0.013547,-0.084444,0.098542,0.011197,-0.069204,0.092053,0.01025,-0.052632,0.089556,0.009306,-0.058957,0.089242,0.008922,-1
-0.44,0.056572,0.00071,-0.183673,0.061875,0.000915,-0.061728,0.060345,0.001014,0.008264,0.056016,0.001025,0.04142,0.053304,0.001019,-0.004444,0.055657,0.001014,-0.048443,0.057802,0.001185,-0.105263,0.058119,0.00131,-0.113379,0.058404,0.001257,1
-1,0.082756,0.000338,-0.836735,0.079,0.000552,-0.679012,0.071713,0.000894,-0.586777,0.069115,0.00127,-0.538462,0.071647,0.001768,-0.493333,0.074237,0.002271,-0.394464,0.075535,0.002487,-0.301939,0.074635,0.002677,-0.226757,0.07276,0.002905,-1
-0.44,0.076103,0.002039,-0.22449,0.098951,0.003154,0.037037,0.096636,0.002973,0.107438,0.082184,0.002561,0.136095,0.075078,0.002164,0.137778,0.069824,0.001927,0.155709,0.065065,0.001979,0.152355,0.064335,0.002045,0.151927,0.061099,0.001999,1
-0.2,0.032463,0.000159,-0.346939,0.044265,0.00055,-0.506173,0.054926,0.000995,-0.586777,0.06074,0.001395,-0.633136,0.063995,0.001589,-0.657778,0.062332,0.001633,-0.688581,0.06647,0.002172,-0.722992,0.071314,0.0028,-0.730159,0.071754,0.002958,-1
-0.92,0.062476,0.000762,-0.897959,0.058622,0.000748,-0.888889,0.060133,0.001014,-0.842975,0.063745,0.001383,-0.781065,0.064146,0.001305,-0.786667,0.067729,0.001961,-0.782007,0.075519,0.00267,-0.728532,0.080842,0.003407,-0.684807,0.080966,0.003857,-1
-0.12,0.053148,0.000667,-0.020408,0.053462,0.001155,0.209877,0.060847,0.001898,0.338843,0.052,0.001411,0.372781,0.054772,0.00225,0.368889,0.062096,0.004358,0.387543,0.063297,0.004358,0.404432,0.061198,0.003762,0.428571,0.060928,0.00364,1
-1,0.063474,0.000558,-1,0.059705,0.000773,-1,0.056007,0.000933,-1,0.052967,0.001084,-1,0.051546,0.001076,-1,0.049797,0.000957,-1,0.046813,0.000971,-0.99446,0.045728,0.000961,-0.995465,0.044486,0.000951,1
-1,0.102109,0.001673,-0.877551,0.100731,0.002253,-0.62963,0.084086,0.002063,-0.487603,0.07618,0.001675,-0.408284,0.074768,0.001711,-0.368889,0.074678,0.001771,-0.342561,0.075991,0.001892,-0.33795,0.074069,0.001916,-0.353741,0.075641,0.002255,1
-0.2,0.156978,0.005815,-0.387755,0.150198,0.005161,-0.530864,0.142704,0.004196,-0.487603,0.129071,0.003775,-0.420118,0.1116,0.003962,-0.386667,0.099825,0.003842,-0.356401,0.09209,0.003596,-0.301939,0.085449,0.003563,-0.219955,0.081001,0.003398,1
-0.92,0.050569,0.000342,-0.877551,0.047919,0.000332,-0.802469,0.048102,0.000581,-0.652893,0.053288,0.000684,-0.526627,0.054189,0.000771,-0.448889,0.051021,0.000784,-0.418685,0.050417,0.00084,-0.401662,0.050451,0.000883,-0.387755,0.049169,0.000821,1
-0.2,0.073654,0.001194,-0.183673,0.057639,0.001452,-0.17284,0.049942,0.001469,-0.157025,0.04762,0.001404,-0.147929,0.04965,0.001449,-0.155556,0.049571,0.001448,-0.16955,0.050005,0.001433,-0.188366,0.051043,0.001681,-0.217687,0.053913,0.001829,-1
-0.04,0.080434,0.001946,-0.020408,0.069835,0.001881,0.061728,0.061572,0.001592,0.123967,0.054932,0.001323,0.147929,0.048835,0.001248,0.128889,0.053101,0.001642,0.072664,0.05573,0.001752,0.00831,0.055662,0.001668,-0.024943,0.056135,0.001634,1
-1,0.062709,0.000818,-1,0.069711,0.001997,-0.901235,0.074671,0.002002,-0.801653,0.0761,0.001689,-0.715976,0.082108,0.002107,-0.617778,0.084572,0.002119,-0.525952,0.083442,0.002063,-0.454294,0.081001,0.002234,-0.405896,0.081596,0.002617,1
-0.68,0.134603,0.003279,-0.469388,0.115542,0.003925,-0.308642,0.104021,0.003443,-0.256198,0.089594,0.003368,-0.207101,0.07899,0.003334,-0.137778,0.071702,0.003168,-0.062284,0.066722,0.003093,0.01662,0.062975,0.002994,0.077098,0.058799,0.002997,1
-0.76,0.086496,0.001497,-0.55102,0.071832,0.002015,-0.555556,0.06205,0.002217,-0.553719,0.055802,0.002191,-0.526627,0.051451,0.002128,-0.52,0.049347,0.001964,-0.550173,0.048626,0.001899,-0.573407,0.048176,0.001884,-0.623583,0.048632,0.001894,1
-0.84,0.077195,0.002606,-0.836735,0.074524,0.003614,-0.753086,0.06812,0.003421,-0.735537,0.063278,0.003071,-0.727811,0.059363,0.002788,-0.724444,0.05691,0.00248,-0.716263,0.055389,0.002184,-0.706371,0.052722,0.00199,-0.70068,0.050911,0.001888,1
-0.24,0.243071,0.005496,-0.204082,0.169745,0.008338,-0.148148,0.152261,0.010351,-0.115702,0.145193,0.009511,-0.112426,0.136132,0.008819,-0.106667,0.129856,0.007948,-0.121107,0.12228,0.007353,-0.160665,0.114303,0.006871,-0.181406,0.107938,0.006481,-1
-0.12,0.068077,0.001055,-0.020408,0.068478,0.001061,0.012346,0.069689,0.001236,-0.008264,0.065928,0.00136,-0.053254,0.062835,0.001322,-0.111111,0.058686,0.001327,-0.176471,0.053251,0.001207,-0.224377,0.048446,0.001096,-0.251701,0.046033,0.001008,1
-0.92,0.099584,0.001232,-0.918367,0.099821,0.001438,-0.91358,0.084633,0.001574,-0.92562,0.071301,0.001685,-0.946746,0.064691,0.001598,-0.96,0.062553,0.001609,-0.885813,0.063537,0.001575,-0.808864,0.062574,0.001462,-0.75737,0.060894,0.001433,1
0.52,0.069902,0.0018,0.346939,0.053832,0.001747,0.308642,0.049692,0.001677,0.355372,0.053349,0.001651,0.289941,0.055118,0.001738,0.235556,0.056801,0.001695,0.211073,0.062754,0.00222,0.213296,0.065611,0.00231,0.210884,0.065261,0.002265,1
-0.6,0.126548,0.002082,-0.387755,0.106748,0.001979,-0.296296,0.083848,0.002884,-0.247934,0.080766,0.00265,-0.213018,0.075161,0.003182,-0.133333,0.068601,0.002888,-0.089965,0.067568,0.002742,-0.038781,0.068592,0.002901,-0.00907,0.065086,0.002658,1
-0.68,0.064346,0.001312,-0.632653,0.063338,0.001267,-0.592593,0.058613,0.001521,-0.561983,0.063305,0.001927,-0.573964,0.064881,0.002144,-0.613333,0.064115,0.002177,-0.6609,0.063443,0.002644,-0.695291,0.064242,0.00267,-0.712018,0.063178,0.002549,-1
-0.76,0.111236,0.002553,-0.836735,0.1089,0.001858,-0.851852,0.106141,0.001557,-0.859504,0.109499,0.002287,-0.775148,0.108967,0.00272,-0.706667,0.099443,0.002952,-0.66782,0.099278,0.002963,-0.592798,0.099219,0.00311,-0.526077,0.095033,0.00308,-1
-1,0.095326,0.000449,-0.795918,0.079521,0.001198,-0.679012,0.067812,0.001494,-0.619835,0.062553,0.001202,-0.668639,0.061069,0.001075,-0.715556,0.057309,0.001045,-0.750865,0.052694,0.001,-0.778393,0.052369,0.001043,-0.782313,0.054136,0.001123,-1
-0.8,0.082748,0.000904,-0.836735,0.072303,0.001264,-0.82716,0.08188,0.001001,-0.752066,0.085727,0.001079,-0.698225,0.080587,0.001029,-0.671111,0.073278,0.00122,-0.698962,0.071198,0.001354,-0.725762,0.070577,0.001302,-0.755102,0.070252,0.001229,-1
-0.84,0.04968,0.000444,-0.836735,0.056182,0.000579,-0.703704,0.060908,0.000858,-0.652893,0.056142,0.000861,-0.585799,0.054909,0.000994,-0.466667,0.054603,0.001017,-0.397924,0.051999,0.000952,-0.34626,0.049717,0.000935,-0.310658,0.049119,0.000866,1
-0.76,0.045348,0.000265,-0.673469,0.060415,0.001118,-0.666667,0.074227,0.002189,-0.619835,0.084262,0.002591,-0.591716,0.086131,0.002886,-0.528889,0.081649,0.002437,-0.512111,0.073824,0.002294,-0.556787,0.07137,0.002223,-0.585034,0.070177,0.002253,-1
-0.44,0.110826,0.003143,-0.265306,0.101937,0.003421,-0.160494,0.088615,0.003353,-0.090909,0.077261,0.003368,-0.04142,0.07428,0.0031,0.022222,0.070423,0.002932,0.031142,0.065705,0.002662,0.030471,0.062407,0.002478,0.024943,0.059386,0.002378,1
-1,0.019738,0.00009,-0.979592,0.025683,0.00015,-0.975309,0.035385,0.000887,-0.909091,0.043868,0.001614,-0.857988,0.050417,0.002225,-0.826667,0.053865,0.002422,-0.802768,0.053887,0.002026,-0.783934,0.054666,0.001806,-0.780045,0.058886,0.002121,-1
-0.92,0.036106,0.000234,-0.816327,0.038116,0.000235,-0.728395,0.03979,0.000336,-0.669421,0.047905,0.001069,-0.668639,0.056113,0.001512,-0.622222,0.060332,0.001731,-0.574394,0.062732,0.001946,-0.529086,0.063839,0.002273,-0.492063,0.065481,0.002456,-1
-1,0.100047,0.003006,-0.918367,0.104964,0.003128,-0.925926,0.097059,0.002865,-0.92562,0.099502,0.002813,-0.899408,0.102094,0.003702,-0.875556,0.098434,0.003701,-0.851211,0.091954,0.003624,-0.831025,0.089755,0.003399,-0.820862,0.090208,0.0032,1
0,0.030544,0.000389,-0.061224,0.037992,0.00051,-0.037037,0.033566,0.000484,-0.033058,0.037256,0.000657,-0.047337,0.038805,0.001051,-0.062222,0.043147,0.002964,-0.076125,0.046272,0.003421,-0.085873,0.045949,0.003541,-0.07483,0.046231,0.003809,-1
-1,0.067733,0.000726,-0.836735,0.072421,0.001135,-0.777778,0.068856,0.001066,-0.768595,0.073305,0.00139,-0.769231,0.078238,0.001603,-0.773333,0.077713,0.001768,-0.754325,0.073921,0.001822,-0.728532,0.072811,0.0018,-0.696145,0.074998,0.001844,-1
0.2,0.065934,0.001027,0.020408,0.069001,0.004102,0.037037,0.094096,0.006229,0.107438,0.090448,0.005182,0.130178,0.086443,0.0051,0.173333,0.084165,0.005028,0.217993,0.08176,0.004699,0.274238,0.074924,0.004282,0.328798,0.069903,0.003766,1
-0.48,0.076313,0.003227,-0.489796,0.077676,0.004509,-0.506173,0.073102,0.003045,-0.603306,0.081693,0.003106,-0.656805,0.084866,0.003188,-0.653333,0.080515,0.002754,-0.67474,0.080609,0.0025,-0.686981,0.080704,0.002552,-0.687075,0.079509,0.002492,-1
-1,0.109344,0.002025,-1,0.108772,0.001696,-0.950617,0.106343,0.00221,-0.900826,0.097313,0.002504,-0.91716,0.091866,0.002493,-0.884444,0.087779,0.002498,-0.871972,0.086311,0.002581,-0.814404,0.085723,0.00279,-0.755102,0.08826,0.003754,-1
-0.44,0.106796,0.002826,-0.306122,0.101722,0.003278,-0.209877,0.101011,0.00354,-0.190083,0.091946,0.002798,-0.207101,0.082314,0.002597,-0.235556,0.07532,0.00229,-0.266436,0.070874,0.001995,-0.33518,0.069734,0.00186,-0.38322,0.069834,0.00182,1
-1,0.093882,0.003396,-0.673469,0.101888,0.004841,-0.530864,0.087001,0.003476,-0.438017,0.074311,0.003129,-0.420118,0.081396,0.003849,-0.493333,0.087392,0.003966,-0.584775,0.08429,0.003404,-0.639889,0.083303,0.003119,-0.632653,0.083036,0.002879,-1
-1,0.09329,0.000803,-0.959184,0.078829,0.001186,-0.901235,0.073605,0.001355,-0.884298,0.067656,0.001297,-0.893491,0.062924,0.001181,-0.92,0.059708,0.001086,-0.937716,0.055425,0.001033,-0.916898,0.051962,0.000977,-0.882086,0.050669,0.000906,-1
-0.48,0.03642,0.000339,-0.734694,0.055661,0.001246,-0.839506,0.075519,0.002833,-0.801653,0.085545,0.003663,-0.633136,0.083896,0.003163,-0.506667,0.078461,0.002862,-0.418685,0.075404,0.002799,-0.376731,0.073659,0.002629,-0.367347,0.072626,0.002492,-1
-1,0.059608,0.000706,-1,0.073417,0.001042,-0.975309,0.077029,0.001721,-0.917355,0.075378,0.001398,-0.869822,0.070276,0.00142,-0.826667,0.063885,0.001276,-0.792388,0.060516,0.001189,-0.745152,0.058576,0.001226,-0.70068,0.056854,0.001226,1
-0.6,0.133169,0.004418,-0.428571,0.10435,0.003197,-0.382716,0.089939,0.003255,-0.421488,0.083877,0.003379,-0.455621,0.075693,0.003247,-0.466667,0.075309,0.003442,-0.480969,0.073499,0.003565,-0.509695,0.072366,0.003744,-0.52381,0.072818,0.003764,1
-1,0.029778,0.000147,-1,0.049053,0.001713,-1,0.063581,0.00291,-0.900826,0.067431,0.00259,-0.751479,0.062841,0.001986,-0.653333,0.058142,0.001845,-0.584775,0.056922,0.00179,-0.534626,0.052918,0.001716,-0.517007,0.051179,0.001572,-1
-1,0.100306,0.002456,-0.714286,0.105008,0.005249,-0.555556,0.08316,0.003734,-0.487603,0.07538,0.003545,-0.502959,0.07572,0.003733,-0.546667,0.071392,0.003956,-0.550173,0.070476,0.003896,-0.551247,0.068855,0.003676,-0.580499,0.068508,0.00362,1
-0.92,0.052787,0.001,-0.959184,0.047668,0.000729,-0.975309,0.038902,0.000544,-0.966942,0.037307,0.000458,-0.940828,0.036937,0.000469,-0.937778,0.03674,0.000523,-0.944637,0.043947,0.001028,-0.908587,0.052409,0.001515,-0.820862,0.052568,0.001355,-1
-0.28,0.053815,0.000662,0.061224,0.055365,0.000599,0.209877,0.05449,0.000679,0.289256,0.049831,0.00084,0.313609,0.049867,0.001346,0.253333,0.055068,0.001985,0.190311,0.055842,0.002301,0.174515,0.055132,0.002449,0.188209,0.054534,0.002314,1
-0.12,0.051706,0.000889,-0.061224,0.046497,0.000835,0.135802,0.057568,0.001747,0.305785,0.055089,0.001849,0.420118,0.054897,0.002239,0.44,0.060869,0.004161,0.456747,0.060267,0.004148,0.437673,0.059394,0.003555,0.405896,0.059774,0.003636,1
-0.04,0.083368,0.001529,-0.102041,0.083033,0.001523,-0.061728,0.076514,0.001792,-0.024793,0.06979,0.001823,-0.029586,0.064425,0.001788,-0.04,0.06141,0.001743,-0.051903,0.061477,0.001787,-0.036011,0.063463,0.001842,0.015873,0.062607,0.001872,1
-0.68,0.054704,0.001516,-0.77551,0.067643,0.003538,-0.753086,0.069376,0.003651,-0.743802,0.068282,0.003653,-0.692308,0.068629,0.003615,-0.653333,0.068034,0.003372,-0.66436,0.065822,0.003262,-0.65097,0.062047,0.002948,-0.657596,0.062377,0.002679,-1
0.12,0.081405,0.001905,0.265306,0.070487,0.001983,0.358025,0.064432,0.002249,0.438017,0.06253,0.00237,0.514793,0.058821,0.002296,0.511111,0.056388,0.002288,0.460208,0.056195,0.002287,0.407202,0.056881,0.00225,0.365079,0.056302,0.002194,1
-1,0.049476,0.000774,-0.877551,0.05405,0.001226,-0.851852,0.05749,0.001178,-0.818182,0.064235,0.001065,-0.822485,0.068356,0.000986,-0.777778,0.067789,0.001049,-0.740484,0.066602,0.001159,-0.695291,0.068628,0.001255,-0.659864,0.069994,0.001245,-1
-0.24,0.04443,0.000349,-0.428571,0.060501,0.001651,-0.518519,0.06373,0.001858,-0.586777,0.062166,0.001759,-0.633136,0.061914,0.002452,-0.64,0.061955,0.002938,-0.629758,0.059381,0.002589,-0.642659,0.05786,0.002517,-0.69161,0.058732,0.002591,-1
